name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Anthodon crassifolius,Celastraceae,Anthodon,crassifolius,Mart. in Schult.,tax_nov,spec.,FALSE,Mant. 1 (Schultes) 349. 1822 ,Mant. 1 (Schultes),1822,349,14628-2,FALSE,NA,NA,NA,NA,"Goiás (Brazil, Southern America)",NA,15010-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=349&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,As Anthodus crassifolius,NA,www.ipni.org/n/15010-2,IPNI,NA,NA,NA,NA,
Anthodon ellipticus,Celastraceae,Anthodon,ellipticus,Mart. in Schult.,tax_nov,spec.,FALSE,Mant. 1 (Schultes) 348. 1822 ,Mant. 1 (Schultes),1822,348,14628-2,FALSE,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,15011-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=348&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,As Anthodus ellipticus,NA,www.ipni.org/n/15011-2,IPNI,NA,NA,NA,NA,
Anthodon glomeratus,Celastraceae,Anthodon,glomeratus,Mart. in Schult.,tax_nov,spec.,FALSE,Mant. 1 (Schultes) 348. 1822 ,Mant. 1 (Schultes),1822,348,14628-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,15012-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=348&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,As Anthodus glomeratus,NA,www.ipni.org/n/15012-2,IPNI,NA,NA,NA,NA,
Anthodon micranthus,Celastraceae,Anthodon,micranthus,Mart. in Schult.,tax_nov,spec.,FALSE,Mant. 1 (Schultes) 348. 1822 ,Mant. 1 (Schultes),1822,348,14628-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,15014-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=348&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,As Anthodus micranthus,NA,www.ipni.org/n/15014-2,IPNI,NA,NA,NA,NA,
Anthodon oblongifolius,Celastraceae,Anthodon,oblongifolius,Mart. in Schult.,tax_nov,spec.,FALSE,Mant. 1 (Schultes) 348. 1822 ,Mant. 1 (Schultes),1822,348,14628-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,15015-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=348&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,As Anthodus oblongifolius,NA,www.ipni.org/n/15015-2,IPNI,NA,NA,NA,NA,
Anthodon paniculatus,Celastraceae,Anthodon,paniculatus,Mart.,tax_nov,spec.,FALSE,Mant. 1 (Schultes) 348. 1822 ,Mant. 1 (Schultes),1822,348,14628-2,FALSE,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,15017-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=348&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,As Anthodus paniculatus,NA,www.ipni.org/n/15017-2,IPNI,NA,NA,NA,NA,
Anthodon undulatus,Celastraceae,Anthodon,undulatus,Mart. in Schult.,tax_nov,spec.,FALSE,Mant. 1 (Schultes) 348. 1822 ,Mant. 1 (Schultes),1822,348,14628-2,FALSE,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,15018-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=348&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,As Anthodus undulatus,NA,www.ipni.org/n/15018-2,IPNI,NA,NA,NA,NA,
Cassine gongonha,Celastraceae,Cassine,gongonha,Mart.,tax_nov,spec.,FALSE,Reise Bras. (Spix & Mart.) 1: 285. 1823 ,Reise Bras. (Spix & Mart.),1823,1: 285,1469-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,49197-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1823&rft.spage=285&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/16406&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/49197-2,IPNI,NA,NA,NA,NA,
Cheiloclinium glaziovii,Celastraceae,Cheiloclinium,glaziovii,A.C.Sm.,tax_nov,spec.,FALSE,Brittonia 3: 549. 1940 ,Brittonia,1940,3: 549,561-2,FALSE,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,55846-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/55846-2,IPNI,NA,NA,NA,NA,
Cheiloclinium lucidum,Celastraceae,Cheiloclinium,lucidum,A.C.Sm.,tax_nov,spec.,FALSE,Brittonia 3: 537. 1940 ,Brittonia,1940,3: 537,561-2,FALSE,NA,NA,NA,NA,"Acre (Brazil, Southern America)",NA,55854-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/55854-2,IPNI,NA,NA,NA,NA,
